Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover;;Mean average reward;
1893;45;-5.521.706;0;1;1;0.5;0;0;NaN;2;0;0;40;-4300;-1.261.706;;-4.736.788;-3700
1894;39;-4.260.978;0;2.533.333;2.533.333;3.619.047;0;0;NaN;7;0;0;140;-3500;-9.009.782;;-4.617.836;-3740
1895;37;-4.282.796;0;20;20;4;0;0;NaN;5;0;0;100;-3500;-8.827.958;;-4.490.709;-3780
1896;40;-4.467.196;0;1.633.333;1.633.333;2.333.333;2.033.334;2.033.334;2.033.334;7;1;30;140;-3700;-9.371.964;;-4.486.006;-3720
1897;43;-5.776.625;0;1;1;0.3333333;0;0;NaN;3;0;0;60;-4100;-1.736.624;;-4.861.860;-3820
1898;43;-5185.42;0;6.666.667;6.666.667;1.333.333;0;0;NaN;5;0;0;100;-4200;-1085.42;;-4.696.899;-3800
1899;46;-5769.17;0;0;0;0;0;0;NaN;1;0;0;20;-4500;-1289.17;;-4.842.206;-4000
1900;46;-5.554.087;0;2.666.667;2.666.667;0.5333334;0;0;NaN;5;0;0;100;-4600;-1.054.087;;-5.265.969;-4220
1901;47;-5.900.579;0;2.666.667;2.666.667;1.333.333;0;0;NaN;2;0;0;40;-4600;-1.340.578;;-5.743.764;-4400
1902;43;-5.853.107;0;3.333.333;3.333.333;3.333.333;1.599.999;1.599.999;1.599.999;1;1;30;20;-4000;-1.903.106;;-5.769.258;-4380
1903;49;-6.891.785;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4900;-2.011.786;;-6.049.890;-4520
1904;45;-5.394.867;0;4;4;0.8;0;0;NaN;5;0;0;100;-4400;-1.094.867;;-5.918.885;-4500
1905;39;-4.951.782;0;10;10;2.5;26;26;13;4;2;60;80;-3700;-1.391.782;;-5.798.424;-4320
1906;46;-5.983.531;0;6;6;2;0;0;NaN;3;0;0;60;-4600;-1.443.532;;-5.815.014;-4320
1907;47;-5.700.874;0;5.333.333;5.333.333;1.333.333;0;0;NaN;4;0;0;80;-4700;-1.080.875;;-5.784.568;-4460
1908;42;-5.186.986;0;1.833.333;1.833.333;1.833.333;0;0;NaN;1;0;0;20;-3900;-1.306.986;;-5.443.608;-4260
1909;47;-5.687.751;0;4;4;1;0;0;NaN;4;0;0;80;-4600;-1.167.751;;-5.502.185;-4300
1910;47;-5.970.455;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4700;-1.290.455;;-5.705.919;-4500
1911;44;-5.097.727;0;2.366.666;2.366.666;7.888.887;0;0;NaN;3;0;0;60;-4100;-1.057.726;;-5.528.759;-4400
1912;50;-6835.95;0;2;2;2;0;0;NaN;1;0;0;20;-5000;-1.855.949;;-5.485.730;-4460
1913;47;-6.003.565;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.303.565;;-5.689.875;-4620
1914;36;-4.310.441;0;3.433.332;3.433.332;8.583.331;0;0;NaN;4;0;0;80;-3300;-1.090.441;;-5.345.547;-4360
1915;47;-6.074.985;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1.494.984;;-5.371.680;-4340
1916;51;-6.256.752;0;0;0;0;0;0;NaN;1;0;0;20;-5000;-1.276.751;;-5.661.436;-4520
1917;37;-4.736.434;0;1.266.667;1.266.667;4.222.223;0;0;NaN;3;0;0;60;-3500;-1.296.434;;-5.476.435;-4220
1918;40;-5.005.808;0;8.633.331;8.633.331;1.438.889;0;0;NaN;6;0;0;120;-3700;-1.425.808;;-5.276.884;-4020
1919;41;-4.713.411;0;5.166.666;5.166.666;861.111;0;0;NaN;6;0;0;120;-3900;-9.334.109;;-5.357.478;-4140
1920;48;-6.242.767;0;2.666.667;2.666.667;0.8888889;0;0;NaN;3;0;0;60;-4800;-1.502.767;;-5.391.034;-4180
1921;46;-5.691.167;0;4.333.333;4.333.333;2.166.667;0;0;NaN;2;0;0;40;-4500;-1.231.167;;-5.277.917;-4080
1922;44;-5.304.977;0;18;18;8.999.998;0;0;NaN;2;0;0;40;-4100;-1.244.976;;-5.391.626;-4200
1923;48;-6.033.946;0;2;2;1;0;0;NaN;2;0;0;40;-4800;-1.273.946;;-5.597.254;-4420
1924;49;-6.061.723;0;0;0;0;0;0;NaN;2;0;0;40;-4800;-1.301.722;;-5.866.916;-4600
1925;46;-5.532.862;0;5;5;1.666.667;0;0;NaN;3;0;0;60;-4500;-1.092.862;;-5.724.935;-4540
1926;47;-5.883.421;0;3;3;1.5;0;0;NaN;2;0;0;40;-4700;-1.223.421;;-5.763.386;-4580
1927;46;-5.681.315;0;3.333.333;3.333.333;1.666.667;0;0;NaN;2;0;0;40;-4600;-1.121.315;;-5.838.653;-4680
1928;46;-5.965.022;0;0;0;0;0;0;NaN;2;0;0;40;-4600;-1.405.023;;-5.824.869;-4640
1929;49;-5.909.233;0;7;7;1.75;0;0;NaN;4;0;0;80;-4900;-1.089.233;;-5.794.371;-4660
1930;47;-6.023.493;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4600;-1.463.493;;-5.892.497;-4680
1931;36;-4.407.605;0;5.333.333;5.333.333;1.333.333;0;0;NaN;4;0;0;80;-3300;-1.187.606;;-5.597.334;-4400
1932;40;-5.120.176;0;3.299.999;3.299.999;4.714.284;0;0;NaN;7;0;0;140;-3800;-1.460.175;;-5.485.106;-4240
1933;50;-5972.06;0;3;3;1.5;0;0;NaN;2;0;0;40;-4900;-1112.06;;-5.365.127;-4300
1934;41;-5.170.576;0;18;18;8.999.998;1.633.332;1.633.332;1.633.332;2;1;30;40;-3900;-1.340.576;;-5.180.463;-4100
1935;49;-5.996.218;0;9;9;1.8;0;0;NaN;5;0;0;100;-4800;-1.296.217;;-5.173.644;-4140
1936;46;-6.111.877;0;2;2;1;0;0;NaN;2;0;0;40;-4600;-1.551.878;;-5.599.712;-4400
1937;46;-6.131.016;0;3.333.333;3.333.333;1.666.667;0;0;NaN;2;0;0;40;-4500;-1.671.014;;-5.852.422;-4540
1938;40;-5.302.597;0;4.333.333;4.333.333;1.444.445;0;0;NaN;3;0;0;60;-3800;-1.562.596;;-5.742.457;-4320
1939;38;-4.805.422;0;3;3;0.75;0;0;NaN;4;0;0;80;-3600;-1.285.422;;-5.669.426;-4260
1940;47;-6.916.952;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-2.216.951;;-5.853.573;-4240
1941;47;-5897.17;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1317.17;;-5.788.997;-4240
1942;38;-4.646.042;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-3500;-1.166.043;;-5.417.753;-4040
1943;41;-4.794.769;0;1.466.667;1.466.667;488.889;0;0;NaN;3;0;0;60;-3900;-9.547.685;;-5.290.796;-4060
1944;35;-4.411.536;0;6.333.333;6.333.333;1.266.667;0;0;NaN;5;0;0;100;-3200;-1.311.536;;-5.192.325;-3980
1945;50;-6.147.685;0;2.666.667;2.666.667;0.8888889;0;0;NaN;3;0;0;60;-4900;-1.307.685;;-5.000.008;-4020
1946;41;-5721.99;0;3.199.999;3.199.999;16;0;0;NaN;2;0;0;40;-3900;-1861.99;;-5.000.008;-3880
1947;46;-5.804.343;0;9;9;1.8;0;0;NaN;5;0;0;100;-4500;-1.404.342;;-5.289.583;-4080
1948;46;-5.640.367;0;2;2;0.6666667;0;0;NaN;3;0;0;60;-4600;-1.100.368;;-5.500.983;-4220
1949;50;-6.209.806;0;0;0;0;0;0;NaN;1;0;0;20;-5000;-1.229.805;;-5.950.550;-4580
1950;36;-4.320.323;0;11;11;2.75;0;0;NaN;4;0;0;80;-3300;-1.100.323;;-5.493.710;-4260
1951;45;-5.529.665;0;9.333.333;9.333.333;1.866.667;0;0;NaN;5;0;0;100;-4400;-1.229.664;;-5.500.901;-4360
1952;42;-5.187.726;0;3.633.333;3.633.333;1.211.111;0;0;NaN;3;0;0;60;-4000;-1.247.726;;-5.377.577;-4260
1953;37;-4.646.802;0;0;0;0;0;0;NaN;1;0;0;20;-3500;-1.166.802;;-5.178.864;-4040
1954;36;-4.356.803;0;9.666.667;9.666.667;2.416.667;0;0;NaN;4;0;0;80;-3400;-1.036.803;;-4.808.264;-3720
1955;45;-5.583.891;0;6.666.667;6.666.667;1.666.667;0;0;NaN;4;0;0;80;-4500;-1.163.891;;-5.060.977;-3960
1956;44;-5.800.384;0;1.266.667;1.266.667;4.222.222;1.316.666;1.316.666;1.316.666;3;1;30;60;-4100;-1.790.384;;-5.115.121;-3900
1957;46;-5.526.277;0;5;5;1.25;0;0;NaN;4;0;0;80;-4600;-1.006.278;;-5.182.831;-4020
1958;47;-6.482.311;0;6.333.333;6.333.333;2.111.111;0;0;NaN;3;0;0;60;-4600;-1942.31;;-5.549.933;-4240
1959;46;-5.762.892;0;6.333.333;6.333.333;1.266.667;0;0;NaN;5;0;0;100;-4500;-1.362.891;;-5.831.151;-4460
1960;37;-4.741.525;0;1.466.666;1.466.666;1.466.666;0;0;NaN;1;0;0;20;-3400;-1.361.525;;-5.662.678;-4240
1961;48;-5.969.994;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-4800;-1.189.993;;-5.696.600;-4380
1962;41;-5.167.701;0;0;0;NaN;0;0;NaN;0;0;0;0;-3900;-1267.7;;-5.624.885;-4240
1963;46;-5.593.498;0;1;1;0.3333333;0;0;NaN;3;0;0;60;-4600;-1.053.497;;-5.447.122;-4240
1964;39;-4.432.372;0;3.766.667;3.766.667;7.533.334;1.266.666;1.266.666;1.266.666;5;1;30;100;-3600;-9.623.719;;-5.181.018;-4060
1965;47;-5.707.849;0;2;2;1;0;0;NaN;2;0;0;40;-4600;-1.147.849;;-5.374.283;-4300
1966;43;-4.963.745;0;2.333.333;2.333.333;5.833.332;0;0;NaN;4;0;0;80;-4100;-943.745;;-5.173.033;-4160
1967;36;-4.392.556;0;9.666.668;9.666.668;3.222.223;0;0;NaN;3;0;0;60;-3400;-1.052.556;;-5.018.004;-4060
1968;45;-5.529.057;0;6.666.667;6.666.667;1.333.333;0;0;NaN;5;0;0;100;-4400;-1.229.057;;-5.005.116;-4020
1969;47;-5.912.139;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-4600;-1.352.139;;-5.301.069;-4220
1970;50;-6.037.227;0;4.666.667;4.666.667;1.166.667;0;0;NaN;4;0;0;80;-4900;-1.217.226;;-5.366.945;-4280
1971;37;-4.834.127;0;0.6666667;0.6666667;0.3333333;0;0;NaN;2;0;0;40;-3500;-1.374.128;;-5.341.021;-4160
1972;37;-4.803.292;0;2;2;1;0;0;NaN;2;0;0;40;-3500;-1.343.292;;-5.423.168;-4180
1973;38;-4.917.868;0;7.333.334;7.333.334;3.666.667;0;0;NaN;2;0;0;40;-3600;-1.357.868;;-5.300.931;-4020
1974;49;-6.219.689;0;3;3;1;0;0;NaN;3;0;0;60;-4800;-1.479.689;;-5.362.441;-4060
1975;37;-4.688.559;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-3500;-1.208.558;;-5.092.707;-3780
